Checking pointer array...
 point                    197 value                  15527
 point                    198 value                  15574
 point                    199 value                  15622
 point                    200 value                  15671
 point                    201 value                  15729
 point                    202 value                  15753
 point                    203 value                  15793
 point                    204 value                  15832
 point                    205 value                  15852
 point                    206 value                  15880
 point                    207 value                  15932
 point                    208 value                  15964
 point                    209 value                  16003
 point                    210 value                  16035
 point                    211 value                  16084
 point                    212 value                  16128
 point                    213 value                  16163
 point                    214 value                  16213
 point                    215 value                  16257
 point                    216 value                  16291
 point                    217 value                  16322
 point                    218 value                  16363
 point                    219 value                  16398
 point                    220 value                  16420
 point                    221 value                  16447
 point                    222 value                  16483
 point                    223 value                  16514
 point                    224 value                  16553
 point                    225 value                  16595
 point                    226 value                  16635
 point                    227 value                  16688
 point                    228 value                  16714
 point                    229 value                  16738
 point                    230 value                  16767
 point                    231 value                  16786
 point                    232 value                  16806
 point                    233 value                  16837
 point                    234 value                  16860
 point                    235 value                  16879
 point                    236 value                  16922
 point                    237 value                  16956
 point                    238 value                  16997
 point                    239 value                  17025
 point                    240 value                  17060
 point                    241 value                  17083
 point                    242 value                  17118
 point                    243 value                  17145
 point                    244 value                  17175
 point                    245 value                  17203
 point                    246 value                  17223
 point                    247 value                  17240
 point                    248 value                  17264
 point                    249 value                  17295
 point                    250 value                  17329
 point                    251 value                  17356
 point                    252 value                  17390
 point                    253 value                  17413
 point                    254 value                  17430
 point                    255 value                  17451
 point                    256 value                  17468
 point                    257 value                  17488
 point                    258 value                  17502
 point                    259 value                  17527
 point                    260 value                  17540
 point                    261 value                  17567
 point                    262 value                  17583
 point                    263 value                  17600
 point                    264 value                  17620
 point                    265 value                  17641
 point                    266 value                  17652
 point                    267 value                  17674
 point                    268 value                  17687
 point                    269 value                  17705
 point                    270 value                  17719
 point                    271 value                  17739
 point                    272 value                  17757
 point                    273 value                  17773
 point                    274 value                  17795
 point                    275 value                  17815
 point                    276 value                  17836
 point                    277 value                  17850
 point                    278 value                  17869
 point                    279 value                  17885
 point                    280 value                  17903
 point                    281 value                  17919
 point                    282 value                  17936
 point                    283 value                  17950
 point                    284 value                  17971
 point                    285 value                  17984
 point                    286 value                  17993
 point                    287 value                  18002
 point                    288 value                  18009
 point                    289 value                  18017
 point                    290 value                  18030
 point                    291 value                  18044
 point                    292 value                  18063
 point                    293 value                  18075
 point                    294 value                  18093
 point                    295 value                  18110
 point                    296 value                  18123
 point                    297 value                  18135
 point                    298 value                  18145
 point                    299 value                  18159
 point                    300 value                  18165
 point                    301 value                  18173
 point                    302 value                  18181
 point                    303 value                  18183
 point                    304 value                  18197
 point                    305 value                  18203
 point                    306 value                  18213
 point                    307 value                  18223
 point                    308 value                  18230
 point                    309 value                  18239
 point                    310 value                  18245
 point                    311 value                  18250
 point                    312 value                  18257
 point                    313 value                  18263
 point                    314 value                  18265
 point                    315 value                  18272
 point                    316 value                  18277
 point                    317 value                  18278
 point                    318 value                  18280
 point                    319 value                  18283
 point                    320 value                  18289
 point                    321 value                  18289
 point                    322 value                  18292
 point                    323 value                  18298
 point                    324 value                  18300
 point                    325 value                  18302
 point                    326 value                  18305
 point                    327 value                  18306
 point                    328 value                  18308
 point                    329 value                  18313
 point                    330 value                  18316
 point                    331 value                  18316
 point                    332 value                  18320
 point                    333 value                  18322
 point                    334 value                  18324
 point                    335 value                  18324
 point                    336 value                  18324
 point                    337 value                  18326
 point                    338 value                  18326
 point                    339 value                  18328
 point                    340 value                  18329
 point                    341 value                  18330
 point                    342 value                  18330
 point                    343 value                  18330
 point                    344 value                  18341
 point                    345 value                  18357
 point                    346 value                  18370
 point                    347 value                  18389
 point                    348 value                  18404
 point                    349 value                  18425
 point                    350 value                  18440
 point                    351 value                  18461
 point                    352 value                  18476
 point                    353 value                  18497
 point                    354 value                  18512
 point                    355 value                  18533
 point                    356 value                  18548
 point                    357 value                  18569
 point                    358 value                  18584
 point                    359 value                  18605
 point                    360 value                  18620
 point                    361 value                  18641
 point                    362 value                  18656
 point                    363 value                  18677
 point                    364 value                  18692
 point                    365 value                  18713
 point                    366 value                  18728
 point                    367 value                  18749
 point                    368 value                  18764
 point                    369 value                  18785
 point                    370 value                  18800
 point                    371 value                  18821
 point                    372 value                  18836
 point                    373 value                  18857
 point                    374 value                  18872
 point                    375 value                  18893
 point                    376 value                  18908
 point                    377 value                  18929
 point                    378 value                  18944
 point                    379 value                  18965
 point                    380 value                  18980
 point                    381 value                  19001
 point                    382 value                  19015
 point                    383 value                  19033
 point                    384 value                  19044
 point                    385 value                  19057
 point                    386 value                  19064
 point                    387 value                  19072
 point                    388 value                  19083
 point                    389 value                  19099
 point                    390 value                  19112
 point                    391 value                  19131
 point                    392 value                  19146
 point                    393 value                  19167
 point                    394 value                  19182
 point                    395 value                  19203
 point                    396 value                  19218
 point                    397 value                  19239
 point                    398 value                  19254
 point                    399 value                  19275
 point                    400 value                  19290
 point                    401 value                  19311
 point                    402 value                  19326
 point                    403 value                  19347
 point                    404 value                  19362
 point                    405 value                  19383
 point                    406 value                  19398
 point                    407 value                  19419
 point                    408 value                  19434
 point                    409 value                  19455
 point                    410 value                  19470
 point                    411 value                  19491
 point                    412 value                  19506
 point                    413 value                  19527
 point                    414 value                  19542
 point                    415 value                  19563
 point                    416 value                  19578
 point                    417 value                  19599
 point                    418 value                  19614
 point                    419 value                  19635
 point                    420 value                  19650
 point                    421 value                  19671
 point                    422 value                  19686
 point                    423 value                  19707
 point                    424 value                  19722
 point                    425 value                  19743
 point                    426 value                  19757
 point                    427 value                  19775
 point                    428 value                  19786
 point                    429 value                  19799
 point                    430 value                  19806
 point                    431 value                  19814
 point                    432 value                  19825
 point                    433 value                  19841
 point                    434 value                  19854
 point                    435 value                  19873
 point                    436 value                  19888
 point                    437 value                  19909
 point                    438 value                  19924
 point                    439 value                  19945
 point                    440 value                  19960
 point                    441 value                  19981
 point                    442 value                  19996
 point                    443 value                  20017
 point                    444 value                  20032
 point                    445 value                  20053
 point                    446 value                  20068
 point                    447 value                  20089
 point                    448 value                  20104
 point                    449 value                  20125
 point                    450 value                  20140
 point                    451 value                  20161
 point                    452 value                  20176
 point                    453 value                  20197
 point                    454 value                  20212
 point                    455 value                  20233
 point                    456 value                  20248
 point                    457 value                  20269
 point                    458 value                  20284
 point                    459 value                  20305
 point                    460 value                  20320
 point                    461 value                  20341
 point                    462 value                  20356
 point                    463 value                  20377
 point                    464 value                  20392
 point                    465 value                  20413
 point                    466 value                  20428
 point                    467 value                  20449
 point                    468 value                  20464
 point                    469 value                  20485
 point                    470 value                  20499
 point                    471 value                  20517
 point                    472 value                  20528
 point                    473 value                  20541
 point                    474 value                  20548
 point                    475 value                  20556
 point                    476 value                  20567
 point                    477 value                  20583
 point                    478 value                  20596
 point                    479 value                  20615
 point                    480 value                  20630
 point                    481 value                  20651
 point                    482 value                  20666
 point                    483 value                  20687
 point                    484 value                  20702
 point                    485 value                  20723
 point                    486 value                  20738
 point                    487 value                  20759
 point                    488 value                  20774
 point                    489 value                  20795
 point                    490 value                  20810
 point                    491 value                  20831
 point                    492 value                  20846
 point                    493 value                  20867
 point                    494 value                  20882
 point                    495 value                  20903
 point                    496 value                  20918
 point                    497 value                  20939
 point                    498 value                  20954
 point                    499 value                  20975
 point                    500 value                  20990
 point                    501 value                  21011
 point                    502 value                  21026
 point                    503 value                  21047
 point                    504 value                  21062
 point                    505 value                  21083
 point                    506 value                  21098
 point                    507 value                  21119
 point                    508 value                  21134
 point                    509 value                  21155
 point                    510 value                  21170
 point                    511 value                  21191
 point                    512 value                  21206
 point                    513 value                  21227
 point                    514 value                  21241
 point                    515 value                  21259
 point                    516 value                  21270
 point                    517 value                  21283
 point                    518 value                  21290
 point                    519 value                  21298
 point                    520 value                  21309
 point                    521 value                  21325
 point                    522 value                  21338
 point                    523 value                  21357
 point                    524 value                  21372
 point                    525 value                  21393
 point                    526 value                  21408
 point                    527 value                  21429
 point                    528 value                  21444
 point                    529 value                  21465
 point                    530 value                  21480
 point                    531 value                  21501
 point                    532 value                  21516
 point                    533 value                  21537
 point                    534 value                  21552
 point                    535 value                  21573
 point                    536 value                  21588
 point                    537 value                  21609
 point                    538 value                  21624
 point                    539 value                  21645
 point                    540 value                  21660
 point                    541 value                  21681
 point                    542 value                  21696
 point                    543 value                  21717
 point                    544 value                  21732
 point                    545 value                  21753
 point                    546 value                  21768
 point                    547 value                  21789
 point                    548 value                  21804
 point                    549 value                  21825
 point                    550 value                  21840
 point                    551 value                  21861
 point                    552 value                  21876
 point                    553 value                  21897
 point                    554 value                  21912
 point                    555 value                  21933
 point                    556 value                  21948
 point                    557 value                  21969
 point                    558 value                  21983
 point                    559 value                  22001
 point                    560 value                  22012
 point                    561 value                  22025
 point                    562 value                  22032
 point                    563 value                  22040
 point                    564 value                  22051
 point                    565 value                  22067
 point                    566 value                  22080
 point                    567 value                  22099
 point                    568 value                  22114
 point                    569 value                  22135
 point                    570 value                  22150
 point                    571 value                  22171
 point                    572 value                  22186
 point                    573 value                  22207
 point                    574 value                  22222
 point                    575 value                  22243
 point                    576 value                  22258
 point                    577 value                  22279
 point                    578 value                  22294
 point                    579 value                  22315
 point                    580 value                  22330
 point                    581 value                  22351
 point                    582 value                  22366
 point                    583 value                  22387
 point                    584 value                  22402
 point                    585 value                  22423
 point                    586 value                  22438
 point                    587 value                  22459
 point                    588 value                  22474
 point                    589 value                  22495
 point                    590 value                  22510
 point                    591 value                  22531
 point                    592 value                  22546
 point                    593 value                  22567
 point                    594 value                  22582
 point                    595 value                  22603
 point                    596 value                  22618
 point                    597 value                  22639
 point                    598 value                  22654
 point                    599 value                  22675
 point                    600 value                  22690
 point                    601 value                  22711
 point                    602 value                  22725
 point                    603 value                  22743
 point                    604 value                  22754
 point                    605 value                  22767
 point                    606 value                  22774
 point                    607 value                  22782
 point                    608 value                  22793
 point                    609 value                  22809
 point                    610 value                  22822
 point                    611 value                  22841
 point                    612 value                  22856
 point                    613 value                  22877
 point                    614 value                  22892
 point                    615 value                  22913
 point                    616 value                  22928
 point                    617 value                  22949
 point                    618 value                  22964
 point                    619 value                  22985
 point                    620 value                  23000
 point                    621 value                  23021
 point                    622 value                  23036
 point                    623 value                  23057
 point                    624 value                  23072
 point                    625 value                  23093
 point                    626 value                  23108
 point                    627 value                  23129
 point                    628 value                  23144
 point                    629 value                  23165
 point                    630 value                  23180
 point                    631 value                  23201
 point                    632 value                  23216
 point                    633 value                  23237
 point                    634 value                  23252
 point                    635 value                  23273
 point                    636 value                  23288
 point                    637 value                  23309
 point                    638 value                  23324
 point                    639 value                  23345
 point                    640 value                  23360
 point                    641 value                  23381
 point                    642 value                  23396
 point                    643 value                  23417
 point                    644 value                  23432
 point                    645 value                  23453
 point                    646 value                  23467
 point                    647 value                  23485
 point                    648 value                  23496
 point                    649 value                  23509
 point                    650 value                  23516
 point                    651 value                  23524
 point                    652 value                  23535
 point                    653 value                  23551
 point                    654 value                  23564
 point                    655 value                  23583
 point                    656 value                  23598
 point                    657 value                  23619
 point                    658 value                  23634
 point                    659 value                  23655
 point                    660 value                  23670
 point                    661 value                  23691
 point                    662 value                  23706
 point                    663 value                  23727
 point                    664 value                  23742
 point                    665 value                  23763
 point                    666 value                  23778
 point                    667 value                  23799
 point                    668 value                  23814
 point                    669 value                  23835
 point                    670 value                  23850
 point                    671 value                  23871
 point                    672 value                  23886
 point                    673 value                  23907
 point                    674 value                  23922
 point                    675 value                  23943
 point                    676 value                  23958
 point                    677 value                  23979
 point                    678 value                  23994
 point                    679 value                  24015
 point                    680 value                  24030
 point                    681 value                  24051
 point                    682 value                  24066
 point                    683 value                  24087
 point                    684 value                  24102
 point                    685 value                  24123
 point                    686 value                  24138
 point                    687 value                  24159
 point                    688 value                  24174
 point                    689 value                  24195
 point                    690 value                  24209
 point                    691 value                  24227
 point                    692 value                  24238
 point                    693 value                  24251
 point                    694 value                  24258
 point                    695 value                  24266
 point                    696 value                  24277
 point                    697 value                  24293
 point                    698 value                  24306
 point                    699 value                  24325
 point                    700 value                  24340
 point                    701 value                  24361
 point                    702 value                  24376
 point                    703 value                  24397
 point                    704 value                  24412
 point                    705 value                  24433
 point                    706 value                  24448
 point                    707 value                  24469
 point                    708 value                  24484
 point                    709 value                  24505
 point                    710 value                  24520
 point                    711 value                  24541
 point                    712 value                  24556
 point                    713 value                  24577
 point                    714 value                  24592
 point                    715 value                  24613
 point                    716 value                  24628
 point                    717 value                  24649
 point                    718 value                  24664
 point                    719 value                  24685
 point                    720 value                  24700
 point                    721 value                  24721
 point                    722 value                  24736
 point                    723 value                  24757
 point                    724 value                  24772
 point                    725 value                  24793
 point                    726 value                  24808
 point                    727 value                  24829
 point                    728 value                  24844
 point                    729 value                  24865
 point                    730 value                  24880
 point                    731 value                  24901
 point                    732 value                  24916
 point                    733 value                  24937
 point                    734 value                  24951
 point                    735 value                  24969
 point                    736 value                  24980
 point                    737 value                  24993
 point                    738 value                  25000
 point                    739 value                  25008
 point                    740 value                  25019
 point                    741 value                  25032
 point                    742 value                  25045
 point                    743 value                  25060
 point                    744 value                  25075
 point                    745 value                  25092
 point                    746 value                  25107
 point                    747 value                  25124
 point                    748 value                  25139
 point                    749 value                  25156
 point                    750 value                  25171
 point                    751 value                  25188
 point                    752 value                  25203
 point                    753 value                  25220
 point                    754 value                  25235
 point                    755 value                  25252
 point                    756 value                  25267
 point                    757 value                  25284
 point                    758 value                  25299
 point                    759 value                  25316
 point                    760 value                  25331
 point                    761 value                  25348
 point                    762 value                  25363
 point                    763 value                  25380
 point                    764 value                  25395
 point                    765 value                  25412
 point                    766 value                  25427
 point                    767 value                  25444
 point                    768 value                  25459
 point                    769 value                  25476
 point                    770 value                  25491
 point                    771 value                  25508
 point                    772 value                  25523
 point                    773 value                  25540
 point                    774 value                  25555
 point                    775 value                  25572
 point                    776 value                  25587
 point                    777 value                  25604
 point                    778 value                  25618
 point                    779 value                  25632
 point                    780 value                  25643
 point                    781 value                  25653
 point                    782 value                  25660
 point                    783 value                  25666
 point                    784 value                  25672
 point                    785 value                  25678
 point                    786 value                  25684
 point                    787 value                  25690
 point                    788 value                  25696
 point                    789 value                  25702
 point                    790 value                  25708
 point                    791 value                  25714
 point                    792 value                  25720
 point                    793 value                  25726
 point                    794 value                  25732
 point                    795 value                  25738
 point                    796 value                  25744
 point                    797 value                  25750
 point                    798 value                  25756
 point                    799 value                  25762
 point                    800 value                  25768
 point                    801 value                  25774
 point                    802 value                  25780
 point                    803 value                  25786
 point                    804 value                  25792
 point                    805 value                  25798
 point                    806 value                  25804
 point                    807 value                  25810
 point                    808 value                  25816
 point                    809 value                  25822
 point                    810 value                  25828
 point                    811 value                  25834
 point                    812 value                  25840
 point                    813 value                  25846
 point                    814 value                  25852
 point                    815 value                  25858
 point                    816 value                  25864
 point                    817 value                  25870
 point                    818 value                  25876
 point                    819 value                  25882
 point                    820 value                  25888
 point                    821 value                  25894
 point                    822 value                  25899
 point                    823 value                  25903
 point                    824 value                  25906
 point                    825 value                  25908
 point                    826 value                  25909
 End of Check
 
